Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
42.0,53380.0,151344.55801855895,841,6,Chennai,Corporate,Branch,2022-07-25,No,High,44575.9,89,9.4,0.5338,4448.333333333333,-40127.566666666666,2.8352296369156793
62.0,157970.0,74362.01,554,13,Mumbai,Retail,Branch,2025-08-27,No,Medium,7588.28,86,1.9,1.5797,13164.166666666666,5575.886666666666,0.47073501297714754
58.0,129101.0,298394.59,357,8,Chennai,SME,Agent,2022-10-26,No,High,3674.69,125,3.6,1.29101,10758.416666666666,7083.726666666666,2.311326713193546
64.0,149398.0,186611.87,668,12,Hyderabad,Corporate,Agent,2021-01-20,Yes,Medium,34965.04,106,8.5,1.49398,12449.833333333334,-22515.206666666665,1.2490921565215063
27.0,122136.0,69762.4,515,14,Chennai,Corporate,Online,2024-09-15,Yes,High,24625.17,133,3.4,1.22136,10178.0,-14447.169999999998,0.5711862186415143
72.0,212226.0,219724.16,439,7,Mumbai,Retail,Online,2024-06-28,No,High,2773.54,33,2.4,2.12226,17685.5,14911.96,1.035331015049994
45.0,140672.0,241976.8,651,1,Chennai,SME,Branch,2025-11-29,Yes,Medium,14799.92,13,2.4,1.40672,11722.666666666666,-3077.253333333334,1.7201489990900818
50.0,215864.0,101931.07,446,2,Kolkata,SME,Online,2023-06-25,Yes,High,43879.43,137,7.9,2.15864,17988.666666666668,-25890.763333333332,0.47220041322314055
49.0,92263.0,139383.95,300,0,Pune,Retail,Online,2023-08-24,No,High,14313.48,47,6.0,0.92263,7688.583333333333,-6624.8966666666665,1.510724233983287
75.0,189202.0,46296.47,495,11,Mumbai,Retail,Online,2022-06-26,Yes,High,36123.36,57,8.9,1.89202,15766.833333333334,-20356.526666666665,0.24469334362216044
68.0,134834.0,299863.18,846,7,Kolkata,Premium,Branch,2025-11-20,No,Low,27872.29,59,7.2,1.34834,11236.166666666666,-16636.123333333337,2.223943367399914
53.0,52624.0,265306.55,320,14,Mumbai,SME,Mobile,2025-06-12,Yes,High,40038.08,56,6.9,0.52624,4385.333333333333,-35652.746666666666,5.0415504332623895
70.0,151888.0,298405.25,686,14,Chennai,Corporate,Mobile,2025-10-25,Yes,Medium,8253.39,93,4.7,1.51888,12657.333333333334,4403.9433333333345,1.9646400637311703
24.0,121468.0,150143.19,591,3,Delhi,Retail,Branch,2023-06-02,No,Medium,20709.21,108,7.6,1.21468,10122.333333333334,-10586.876666666665,1.236071969572233
19.0,139994.0,215896.14,531,4,Mumbai,Retail,Online,2021-06-04,Yes,High,45513.34,136,6.8,1.39994,11666.166666666666,-33847.17333333333,1.5421813792019659
32.0,236968.0,248817.49,358,12,Mumbai,SME,Online,2025-12-04,Yes,High,18979.11,69,1.7,2.36968,19747.333333333332,768.2233333333315,1.050004599777185
41.0,188663.0,22698.33,547,8,Hyderabad,Retail,Branch,2023-09-30,No,High,32863.33,9,1.6,1.88663,15721.916666666666,-17141.413333333338,0.12031150782082338
42.0,165938.0,185558.12,829,0,Chennai,SME,Mobile,2024-02-02,Yes,Low,24312.83,15,5.605416666666668,1.65938,13828.166666666666,-10484.663333333336,1.1182376550277815
27.0,157197.0,273240.8,651,6,Mumbai,SME,Branch,2025-09-13,No,Medium,17860.57,79,3.5,1.57197,13099.75,-4760.82,1.738206199863865
47.0,120028.0,142938.38,616,8,Hyderabad,Premium,Agent,2022-03-01,Yes,Medium,24625.17,144,10.0,1.20028,10002.333333333334,-14622.836666666664,1.1908752957643216
27.0,207779.0,151344.55801855895,331,0,Delhi,Premium,Branch,2021-06-01,No,High,6575.63,76,5.605416666666668,2.07779,17314.916666666668,10739.286666666667,0.7283919838797903
43.0,109730.0,179187.73,818,8,Hyderabad,Premium,Branch,2023-04-27,No,Low,18393.18,76,4.2,1.0973,9144.166666666666,-9249.013333333334,1.6329876059418573
55.0,53141.0,69464.53,570,1,Hyderabad,Corporate,Agent,2021-08-10,Yes,High,24625.17,142,9.1,0.53141,4428.416666666667,-20196.75333333333,1.307173933497676
18.0,139914.0,68546.02,300,7,Pune,SME,Agent,2024-11-10,Yes,High,42124.0,12,9.5,1.39914,11659.5,-30464.5,0.4899153765884758
22.0,91912.0,199260.51,617,2,Chennai,Corporate,Mobile,2023-08-21,No,Medium,43137.45,3,6.5,0.91912,7659.333333333333,-35478.11666666666,2.167948798851075
61.0,217018.0,188245.97,545,12,Kolkata,Corporate,Online,2026-01-03,Yes,High,42061.41,64,5.8,2.17018,18084.833333333332,-23976.57666666667,0.8674209973366265
64.0,70272.0,180919.29,470,15,Mumbai,Premium,Mobile,2024-07-22,Yes,High,19119.29,29,3.8,0.70272,5856.0,-13263.29,2.574557291666667
61.0,89178.0,256266.57,617,14,Chennai,Premium,Online,2021-11-15,No,Medium,38202.91,45,4.4,0.89178,7431.5,-30771.410000000003,2.8736523582049385
21.0,192581.0,162760.31,352,4,Bangalore,Premium,Mobile,2024-09-16,Yes,High,44178.63,116,6.6,1.92581,16048.416666666666,-28130.213333333333,0.8451524812935856
48.0,218021.0,47603.66,389,0,Delhi,Corporate,Branch,2021-05-22,Yes,High,27689.11,45,6.5,2.18021,18168.416666666668,-9520.693333333333,0.21834437966984832
34.0,186099.0,25602.4,837,6,Kolkata,Retail,Branch,2021-12-07,No,Low,1928.47,139,7.8,1.86099,15508.25,13579.78,0.1375740869107303
34.0,97954.0,240061.9,802,14,Kolkata,SME,Branch,2023-07-19,Yes,Low,17696.17,78,4.5,0.97954,8162.833333333333,-9533.336666666666,2.4507615819670456
47.0,111516.0,184345.73,531,3,Delhi,Corporate,Online,2025-12-19,Yes,High,11130.59,65,3.0,1.11516,9293.0,-1837.5900000000001,1.653087718354317
35.0,174859.0,67883.73,629,7,Bangalore,Retail,Online,2022-08-16,No,Medium,5725.99,145,7.9,1.74859,14571.583333333334,8845.593333333334,0.38821982282867906
43.0,33438.0,103967.63,629,0,Mumbai,Retail,Mobile,2021-07-18,No,Medium,46708.34,45,7.4,0.33438,2786.5,-43921.84,3.109265805371135
47.0,147788.0,46810.74,725,5,Hyderabad,Corporate,Branch,2023-10-12,Yes,Low,1177.04,77,3.5,1.47788,12315.666666666666,11138.626666666667,0.3167424960077949
22.0,202235.0,113194.1,496,4,Pune,Corporate,Online,2021-07-18,Yes,High,40195.06,142,4.7,2.02235,16852.916666666668,-23342.14333333333,0.5597156773061043
38.0,42602.0,131561.55,330,4,Hyderabad,Retail,Mobile,2022-04-03,Yes,High,28274.95,138,8.5,0.42602,3550.1666666666665,-24724.783333333333,3.088154312004131
47.0,241739.0,250137.59,850,0,Bangalore,Premium,Agent,2021-09-17,No,Low,24625.17,10,7.3,2.41739,20144.916666666668,-4480.25333333333,1.0347423874509285
52.0,133821.0,57217.8,421,8,Chennai,SME,Branch,2023-04-17,Yes,High,12546.8,79,5.8,1.33821,11151.75,-1395.0499999999993,0.42756966395408796
47.0,139914.0,164008.9,705,3,Hyderabad,Retail,Agent,2024-01-06,Yes,Low,10926.96,112,3.5,1.39914,11659.5,732.5400000000009,1.1722122160755892
72.0,160509.0,151344.55801855895,829,3,Pune,SME,Online,2025-02-13,Yes,Low,6662.7,135,4.9,1.60509,13375.75,6713.05,0.9429038746647163
19.0,89674.0,94544.11,633,7,Delhi,SME,Mobile,2024-03-03,Yes,Medium,37848.9,40,3.2,0.89674,7472.833333333333,-30376.06666666667,1.0543090527912216
19.0,108310.0,117557.49,577,8,Hyderabad,Premium,Mobile,2025-09-04,No,Medium,29344.71,133,8.5,1.0831,9025.833333333334,-20318.876666666663,1.0853798356569109
45.0,55682.0,234615.23,458,1,Kolkata,Retail,Branch,2023-02-24,Yes,High,3263.99,138,7.3,0.55682,4640.166666666667,1376.1766666666672,4.2134842498473475
23.0,139914.0,215937.44,490,2,Pune,Premium,Mobile,2022-05-23,Yes,High,13133.95,62,1.2,1.39914,11659.5,-1474.4500000000007,1.5433583486999156
54.0,54984.0,171573.66,549,11,Hyderabad,Premium,Agent,2025-11-11,Yes,High,28154.73,146,1.4,0.54984,4582.0,-23572.73,3.1204288520296815
22.0,82775.0,224827.8,649,10,Delhi,SME,Branch,2025-05-02,Yes,Medium,36100.23,10,7.5,0.82775,6897.916666666667,-29202.313333333335,2.716131682271217
66.0,77142.0,243677.44,473,8,Delhi,Retail,Mobile,2022-03-11,No,High,24625.17,4,8.1,0.77142,6428.5,-18196.67,3.1588167275932695
51.0,201168.0,128886.86,405,12,Pune,Premium,Agent,2021-10-16,No,High,30022.3,148,2.3,2.01168,16764.0,-13258.3,0.6406926548954108
42.0,192807.0,222480.79,576,1,Hyderabad,Premium,Online,2025-08-20,Yes,Medium,20282.1,40,4.7,1.92807,16067.25,-4214.8499999999985,1.1539041113652513
71.0,139914.0,24607.11,563,8,Bangalore,Corporate,Online,2025-11-30,Yes,Medium,974.49,67,7.6,1.39914,11659.5,10685.01,0.17587310776619924
21.0,103002.0,237004.45,372,5,Unknown,SME,Mobile,2025-10-02,No,High,40691.14,35,6.9,1.03002,8583.5,-32107.64,2.3009693986524535
70.0,139914.0,52002.92,535,13,Bangalore,Premium,Mobile,2026-03-03,Yes,High,39459.3,53,6.5,1.39914,11659.5,-27799.800000000003,0.3716777449004388
59.0,138175.0,88184.73,312,4,Bangalore,Corporate,Online,2022-04-14,No,High,21389.26,30,6.4,1.38175,11514.583333333334,-9874.676666666664,0.6382104577528496
62.0,139914.0,202277.65,704,5,Bangalore,SME,Mobile,2021-01-21,No,Low,18130.26,125,5.605416666666668,1.39914,11659.5,-6470.759999999998,1.4457284474748773
55.0,211733.0,95266.37,413,13,Kolkata,Retail,Online,2026-01-26,Yes,High,43150.81,20,9.2,2.11733,17644.416666666668,-25506.39333333333,0.449936334912366
65.0,125734.0,282895.15,505,6,Delhi,SME,Agent,2022-01-25,Yes,High,19698.33,47,5.5,1.25734,10477.833333333334,-9220.496666666668,2.249949496556222
20.0,139914.0,195287.2,787,3,Delhi,Premium,Branch,2022-05-20,Yes,Low,40792.21,118,8.0,1.39914,11659.5,-29132.71,1.395765970524751
19.0,235129.0,79354.74,456,0,Mumbai,SME,Agent,2023-02-27,No,High,42512.45,54,7.7,2.35129,19594.083333333332,-22918.366666666665,0.3374944817525699
73.0,67080.0,28298.23,341,4,Mumbai,Premium,Agent,2022-06-14,Yes,High,32389.95,53,3.9,0.6708,5590.0,-26799.95,0.421857930828861
42.0,190814.0,282797.75,785,14,Bangalore,Corporate,Online,2022-09-04,Yes,Low,8600.27,46,1.6,1.90814,15901.166666666666,7300.896666666666,1.4820597545253493
26.0,142666.0,132017.41,686,1,Chennai,Retail,Agent,2022-05-15,No,Medium,7991.39,9,10.0,1.42666,11888.833333333334,3897.4433333333336,0.9253600016822509
21.0,200485.0,177904.35,739,11,Unknown,SME,Mobile,2024-10-25,Yes,Low,13733.56,63,4.2,2.00485,16707.083333333332,2973.5233333333326,0.8873698780457391
42.0,56910.0,63925.5,491,11,Hyderabad,Retail,Mobile,2023-10-10,No,High,27098.07,21,4.8,0.5691,4742.5,-22355.57,1.123273589878756
62.0,80506.0,59952.38,672,12,Hyderabad,SME,Agent,2023-04-01,Yes,Medium,42472.25,28,4.5,0.80506,6708.833333333333,-35763.416666666664,0.7446945569274339
61.0,204917.0,135037.01,422,10,Chennai,Retail,Mobile,2025-10-18,Yes,High,25274.5,91,10.0,2.04917,17076.416666666668,-8198.083333333332,0.6589839300790077
31.0,246178.0,102427.58,422,7,Bangalore,Corporate,Online,2024-02-03,No,High,49200.37,94,5.4,2.46178,20514.833333333332,-28685.53666666667,0.41607121676185527
54.0,135155.0,158914.19,452,15,Kolkata,SME,Branch,2021-03-30,Yes,High,21293.1,65,2.5,1.35155,11262.916666666666,-10030.183333333332,1.1757921645518108
47.0,146750.0,192845.67,849,7,Delhi,Premium,Branch,2025-01-06,Yes,Low,23120.53,15,5.0,1.4675,12229.166666666666,-10891.363333333333,1.3141101873935266
73.0,139914.0,165933.59,722,14,Pune,SME,Agent,2024-09-19,No,Low,3634.3,84,4.9,1.39914,11659.5,8025.2,1.1859684520491158
21.0,223747.0,179607.72,485,10,Hyderabad,Retail,Mobile,2023-01-06,No,High,14062.53,53,5.5,2.23747,18645.583333333332,4583.0533333333315,0.8027268298569367
36.0,51928.0,107500.4,366,5,Hyderabad,Retail,Branch,2021-09-16,No,High,14410.88,97,1.7,0.51928,4327.333333333333,-10083.546666666665,2.070181790171006
30.0,26177.0,80654.02,479,11,Chennai,Corporate,Online,2022-07-26,Yes,High,24625.17,87,6.2,0.26177,2181.4166666666665,-22443.75333333333,3.08110249455629
54.0,202953.0,152001.79,416,1,Bangalore,Corporate,Online,2024-12-22,Yes,High,31783.57,112,2.3,2.02953,16912.75,-14870.82,0.7489506930175952
23.0,139914.0,220208.93,639,11,Mumbai,Premium,Online,2024-08-01,No,Medium,14970.5,12,9.4,1.39914,11659.5,-3311.0,1.5738877453292737
18.0,26435.0,174066.46,525,4,Bangalore,Premium,Branch,2023-08-05,Yes,High,30630.09,32,7.8,0.26435,2202.9166666666665,-28427.173333333332,6.5846968034802345
57.0,139914.0,277514.15,735,11,Chennai,Premium,Mobile,2025-03-02,Yes,Low,11142.12,143,3.0,1.39914,11659.5,517.3799999999992,1.9834623411524224
20.0,125483.0,69616.72,741,6,Bangalore,Corporate,Branch,2024-05-21,Yes,Low,8900.81,50,8.2,1.25483,10456.916666666666,1556.1066666666666,0.5547900512420009
47.0,96229.0,164409.71,554,11,Chennai,Retail,Agent,2024-05-14,Yes,Medium,38691.72,79,8.3,0.96229,8019.083333333333,-30672.63666666667,1.7085256003907345
66.0,233330.0,213265.42,673,10,Pune,SME,Branch,2024-07-09,No,Medium,41695.18,89,1.9,2.3333,19444.166666666668,-22251.013333333332,0.91400771439592
45.0,41456.0,25290.39,677,15,Chennai,Retail,Agent,2024-02-16,Yes,Medium,41132.24,85,4.8,0.41456,3454.6666666666665,-37677.573333333334,0.6100537919722114
65.0,228532.0,109306.27,470,7,Delhi,Premium,Online,2021-11-13,No,High,42773.04,28,1.0,2.28532,19044.333333333332,-23728.70666666667,0.47829743755797877
35.0,231940.0,11425.89,420,14,Chennai,Retail,Branch,2024-12-08,No,High,13958.47,40,9.4,2.3194,19328.333333333332,5369.863333333333,0.049262266103302574
20.0,106121.0,202626.06,407,13,Hyderabad,Premium,Mobile,2021-03-03,Yes,High,6402.88,145,5.8,1.06121,8843.416666666666,2440.536666666666,1.9093870204766257
46.0,182795.0,263776.53,415,8,Delhi,SME,Agent,2026-02-26,Yes,High,17177.88,38,4.7,1.82795,15232.916666666666,-1944.963333333335,1.4430182991876146
75.0,137082.0,33362.62,497,11,Pune,SME,Mobile,2023-11-02,Yes,High,10643.34,140,1.6,1.37082,11423.5,780.1599999999999,0.24337710275601468
50.0,31368.0,227883.43,314,14,Kolkata,Corporate,Agent,2023-07-14,Yes,High,33257.38,25,7.6,0.31368,2614.0,-30643.379999999997,7.264837732721245
36.0,212772.0,64561.34,365,5,Unknown,SME,Branch,2024-10-28,Yes,High,33651.29,22,3.4,2.12772,17731.0,-15920.29,0.30342968059707104
52.0,113397.0,87343.27,616,8,Bangalore,SME,Online,2023-11-07,Yes,Medium,12668.44,76,9.6,1.13397,9449.75,-3218.6900000000005,0.7702432163108371
71.0,162660.0,82727.22,703,9,Chennai,Corporate,Agent,2023-06-21,Yes,Low,13015.27,142,4.6,1.6266,13555.0,539.7299999999996,0.5085898192548876
61.0,153046.0,130693.44,302,9,Kolkata,Corporate,Branch,2024-01-30,Yes,High,8619.98,13,7.8,1.53046,12753.833333333334,4133.853333333334,0.8539487474354116
46.0,81088.0,151344.55801855895,743,10,Bangalore,Corporate,Agent,2023-11-14,Yes,Low,43609.08,119,6.8,0.81088,6757.333333333333,-36851.746666666666,1.8664236140804922
39.0,165975.0,286209.94,343,6,Delhi,Premium,Agent,2023-05-10,No,High,11089.18,41,5.3,1.65975,13831.25,2742.0699999999997,1.724415966259979
73.0,219387.0,76278.37,741,12,Unknown,Premium,Online,2025-01-16,Yes,Low,5330.17,124,8.2,2.19387,18282.25,12952.08,0.3476886506493092
36.0,67668.0,263395.35,637,5,Bangalore,Premium,Agent,2024-06-14,Yes,Medium,16497.89,4,2.6,0.67668,5639.0,-10858.89,3.8924654194006028
58.0,179960.0,151344.55801855895,670,15,Pune,SME,Branch,2022-01-28,No,Medium,4344.46,100,6.1,1.7996,14996.666666666666,10652.206666666665,0.8409899867668312
44.0,107970.0,89530.47,765,9,Bangalore,SME,Agent,2023-11-06,No,Low,12618.04,19,7.2,1.0797,8997.5,-3620.540000000001,0.8292161711586552
54.0,163923.0,81535.95,468,14,Kolkata,Premium,Mobile,2023-08-24,Yes,High,46647.26,71,2.3,1.63923,13660.25,-32987.01,0.4974039640562947
47.0,28754.0,104118.71,316,11,Chennai,SME,Mobile,2023-08-24,Yes,High,6894.6,36,3.8,0.28754,2396.1666666666665,-4498.433333333334,3.6210165542185435
18.0,49826.0,272159.95,450,11,Bangalore,Premium,Online,2023-04-14,No,High,27311.25,30,9.2,0.49826,4152.166666666667,-23159.083333333332,5.462207482037491
18.0,237112.0,8255.76,425,3,Kolkata,Premium,Branch,2025-09-06,No,High,29828.08,64,6.7,2.37112,19759.333333333332,-10068.74666666667,0.03481797631499039
34.0,232888.0,191496.67,391,13,Mumbai,Corporate,Mobile,2024-09-21,No,High,31532.36,77,7.6,2.32888,19407.333333333332,-12125.026666666668,0.8222693741197487
58.0,139014.0,263802.31,381,13,Kolkata,Corporate,Mobile,2021-09-13,No,High,42546.4,22,3.8,1.39014,11584.5,-30961.9,1.8976672133741925
54.0,213856.0,169097.99,429,9,Unknown,Corporate,Mobile,2025-04-23,No,High,673.79,78,5.605416666666668,2.13856,17821.333333333332,17147.54333333333,0.7907095896304055
64.0,182584.0,151344.55801855895,703,0,Chennai,Corporate,Online,2022-10-28,Yes,Low,26128.16,114,4.7,1.82584,15215.333333333334,-10912.826666666666,0.8289037266056114
47.0,61877.0,54842.17,624,10,Bangalore,Premium,Branch,2024-08-16,Yes,Medium,19689.17,34,1.3,0.61877,5156.416666666667,-14532.75333333333,0.8863094526237536
50.0,104973.0,37606.94,633,1,Mumbai,Retail,Branch,2025-08-08,Yes,Medium,37879.58,134,4.6,1.04973,8747.75,-29131.83,0.35825345565050065
61.0,148786.0,50501.09,570,0,Delhi,Retail,Branch,2024-08-09,Yes,High,27008.53,135,3.7,1.48786,12398.833333333334,-14609.696666666665,0.3394209804685924
62.0,101971.0,165563.14,445,5,Kolkata,Premium,Online,2021-04-20,Yes,High,17025.18,132,5.1,1.01971,8497.583333333334,-8527.596666666666,1.6236296594129704
35.0,27356.0,55806.9,604,1,Unknown,Corporate,Mobile,2022-05-27,Yes,Medium,2231.63,110,6.7,0.27356,2279.6666666666665,48.036666666666406,2.0400241263342593
46.0,117241.0,177085.66,570,13,Hyderabad,Premium,Online,2025-05-03,Yes,Low,24625.17,126,8.6,1.17241,9770.083333333334,-14855.086666666664,1.5104413984868774
68.0,248180.0,151344.55801855895,471,3,Mumbai,Premium,Online,2025-04-13,No,High,19454.36,74,9.7,2.4818,20681.666666666668,1227.3066666666673,0.6098177049663911
52.0,44816.0,69075.28,744,6,Delhi,Premium,Mobile,2025-03-20,Yes,Low,3392.33,83,4.5,0.44816,3734.6666666666665,342.3366666666666,1.5413084612638344
64.0,36745.0,203216.2,570,1,Pune,Premium,Branch,2024-01-09,Yes,Low,2656.25,71,9.0,0.36745,3062.0833333333335,405.8333333333335,5.530444958497755
35.0,88936.0,4722.87,470,11,Hyderabad,SME,Mobile,2024-08-15,Yes,High,28574.65,16,9.4,0.88936,7411.333333333333,-21163.31666666667,0.05310414230457857
20.0,247084.0,176551.48,538,8,Kolkata,SME,Agent,2024-07-25,Yes,High,30981.73,63,8.1,2.47084,20590.333333333332,-10391.396666666667,0.7145403182723284
23.0,123989.0,50435.44,381,0,Bangalore,Premium,Branch,2025-07-20,Yes,High,5050.93,76,1.9,1.23989,10332.416666666666,5281.486666666666,0.4067735041011703
47.0,164544.0,12740.97,692,3,Chennai,Premium,Online,2021-03-09,Yes,High,21296.66,44,1.6,1.64544,13712.0,-7584.66,0.07743199387397899
43.0,169565.0,145745.23,325,2,Delhi,Premium,Branch,2023-08-24,Yes,High,16058.59,114,4.9,1.69565,14130.416666666666,-1928.173333333334,0.8595242532362222
70.0,227041.0,180957.65,568,0,Mumbai,Retail,Agent,2024-10-17,Yes,Medium,45631.02,90,6.4,2.27041,18920.083333333332,-26710.936666666665,0.7970263080236609
39.0,203686.0,275816.22,431,11,Delhi,Corporate,Branch,2025-08-01,Yes,High,7284.86,74,6.1,2.03686,16973.833333333332,9688.973333333332,1.354124583918384
34.0,137782.0,151344.55801855895,509,8,Hyderabad,Premium,Mobile,2024-07-25,Yes,High,19528.24,62,8.5,1.37782,11481.833333333334,-8046.406666666668,1.0984349045489175
54.0,122883.0,106038.22,574,6,Hyderabad,Premium,Agent,2024-05-06,Yes,Medium,49305.61,41,9.8,1.22883,10240.25,-39065.36,0.8629201761024715
75.0,156354.0,234484.64,401,13,Hyderabad,Premium,Branch,2022-08-28,Yes,High,2866.65,6,5.7,1.56354,13029.5,10162.85,1.4997034933548232
66.0,211368.0,151344.55801855895,350,4,Mumbai,SME,Branch,2024-06-22,No,High,31529.25,115,4.1,2.11368,17614.0,-13915.25,0.716023986689371
33.0,127747.0,149829.53,825,0,Mumbai,Retail,Online,2022-11-19,Yes,Low,11539.13,62,6.3,1.27747,10645.583333333334,-893.5466666666653,1.1728614370591872
47.0,246427.0,238345.69,734,3,Hyderabad,Retail,Agent,2024-05-20,Yes,Low,27113.6,134,5.5,2.46427,20535.583333333332,-6578.016666666666,0.9672060691401511
23.0,139914.0,205710.16,318,3,Mumbai,Premium,Branch,2023-01-10,No,High,14904.67,79,10.0,1.39914,11659.5,-3245.17,1.4702614463170234
40.0,82828.0,241489.12,661,11,Bangalore,Premium,Agent,2022-09-05,No,Medium,40774.58,76,6.5,0.82828,6902.333333333333,-33872.246666666666,2.9155493311440575
30.0,162710.0,13817.02,798,6,Hyderabad,Premium,Mobile,2026-01-29,Yes,High,24327.11,23,9.0,1.6271,13559.166666666666,-10767.943333333335,0.08491807510294389
69.0,166398.0,80690.41,683,13,Pune,Corporate,Branch,2022-11-26,Yes,Medium,22202.23,138,7.6,1.66398,13866.5,-8335.73,0.4849241577422806
68.0,177110.0,23042.23,328,13,Mumbai,Corporate,Mobile,2022-05-28,No,High,19161.17,27,5.2,1.7711,14759.166666666666,-4402.003333333332,0.13010123651967703
43.0,204272.0,44465.24,368,10,Hyderabad,Corporate,Mobile,2022-01-24,No,High,30335.13,41,2.7,2.04272,17022.666666666668,-13312.463333333333,0.21767662724210854
66.0,111795.0,59291.77,736,7,Chennai,Premium,Mobile,2024-05-08,Yes,Low,585.38,114,4.9,1.11795,9316.25,8730.87,0.5303615546312447
74.0,56174.0,151344.55801855895,466,10,Kolkata,Corporate,Agent,2023-12-28,No,High,14929.94,109,9.4,0.56174,4681.166666666667,-10248.773333333334,2.694210097528375
53.0,139914.0,138988.1,309,11,Mumbai,Corporate,Mobile,2025-02-17,Yes,High,43903.98,105,9.1,1.39914,11659.5,-32244.480000000003,0.9933823634518347
47.0,34885.0,165315.29,807,14,Hyderabad,Premium,Online,2021-02-22,Yes,Low,1263.04,53,4.8,0.34885,2907.0833333333335,1644.0433333333335,4.738864554966318
56.0,107503.0,1699.74,374,14,Mumbai,Retail,Agent,2025-07-11,Yes,High,4171.55,22,3.9,1.07503,8958.583333333334,4787.033333333334,0.01581109364389831
50.0,56750.0,258891.72,824,3,Hyderabad,Premium,Agent,2023-08-24,No,Low,11358.72,102,7.3,0.5675,4729.166666666667,-6629.553333333332,4.561968634361233
47.0,142360.0,124572.29,719,6,Delhi,SME,Online,2024-09-30,No,Low,2695.17,103,7.1,1.4236,11863.333333333334,9168.163333333334,0.8750512082045518
47.0,206098.0,224448.25,641,8,Hyderabad,Corporate,Mobile,2022-10-22,No,Medium,16741.12,44,4.2,2.06098,17174.833333333332,433.71333333333314,1.089036526312725
67.0,240048.0,214511.62,784,10,Kolkata,Retail,Online,2024-10-02,Yes,Low,24625.17,11,5.2,2.40048,20004.0,-4621.169999999998,0.893619692728121
20.0,160720.0,142020.26,634,8,Kolkata,Corporate,Online,2024-10-14,Yes,Medium,32161.03,92,3.1,1.6072,13393.333333333334,-18767.696666666663,0.8836501991040319
